"appId","gameName","apiname","name","description","hidden","icon","icongray"
"440","Team Fortress 2","","Head of the Class","Play a complete round with every class.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_everyclass.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_everyclass_bw.jpg"
"440","Team Fortress 2","","World Traveler","Play a complete game on 2Fort, Dustbowl, Granary, Gravel Pit, Hydro, and Well (CP).","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_everymap.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_everymap_bw.jpg"
"440","Team Fortress 2","","Team Doctor","Accumulate 25000 heal points as a Medic.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_healpoints.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_healpoints_bw.jpg"
"440","Team Fortress 2","","Flamethrower","Set five enemies on fire in 30 seconds.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_burn_playersinminimumtime.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_burn_playersinminimumtime_bw.jpg"
"440","Team Fortress 2","","Sentry Gunner","Accumulate 10 sentry gun kills with a single sentry.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_turretkills.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_turretkills_bw.jpg"
"440","Team Fortress 2","","Nemesis","Get five revenge kills.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_kill_nemesis.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_kill_nemesis_bw.jpg"
"440","Team Fortress 2","","Hard to Kill","Get five kills in a row without dying.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_consecutivekills_nodeaths.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_consecutivekills_nodeaths_bw.jpg"
"440","Team Fortress 2","","Master of Disguise","Trick an opposing Medic into healing you.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_healed_byenemy.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_healed_byenemy_bw.jpg"
"440","Team Fortress 2","","With Friends Like these...","Play in a game with five or more players from your Friends list.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_friendsonly.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_play_game_friendsonly_bw.jpg"
"440","Team Fortress 2","","Dynasty","Win 20 games.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_multiplegames.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_multiplegames_bw.jpg"
"440","Team Fortress 2","","Hardcore","Accumulate 1000 total kills.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_multiplekills.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_multiplekills_bw.jpg"
"440","Team Fortress 2","","Grey Matter","Get 25 headshots as a Sniper.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_headshots.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_get_headshots_bw.jpg"
"440","Team Fortress 2","","First Do No Harm","Play a full round without killing any enemies, and score the highest on a team of 6 or more players.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_top_scoreboard.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_top_scoreboard_bw.jpg"
"440","Team Fortress 2","","Quadruple Bypass","Heal a teammate who's taking fire from 4 enemies at once.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_under_fire.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_under_fire_bw.jpg"
"440","Team Fortress 2","","Group Health","Work with 2 other Medics to deploy 3 simultaneous ÜberCharges.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_simul_charge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_simul_charge_bw.jpg"
"440","Team Fortress 2","","Surgical Prep","Have an ÜberCharge ready before the Setup phase ends.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_setup_charge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_setup_charge_bw.jpg"
"440","Team Fortress 2","","Trauma Queen","Deploy 3 ÜberCharges in less than 5 minutes, and assist in 5 kills during that time.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_rapid_charge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_rapid_charge_bw.jpg"
"440","Team Fortress 2","","Double Blind Trial","Deploy an ÜberCharge within 8 seconds of a nearby enemy Medic deploying his.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_counter_charge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_counter_charge_bw.jpg"
"440","Team Fortress 2","","Play Doctor","In a team with no Medics, be the first person to switch to Medic after a teammate calls for 'Medic!', and then heal 500 health.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_switch_to_medic.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_switch_to_medic_bw.jpg"
"440","Team Fortress 2","","Triage","Deploy an ÜberCharge on a teammate less than a second before they're hit by a critical explosive.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_save_teammate.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_save_teammate_bw.jpg"
"440","Team Fortress 2","","Preventive Medicine","Block the enemy from capturing a control point with an ÜberCharged teammate.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_blocker.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_blocker_bw.jpg"
"440","Team Fortress 2","","Consultation","Assist a fellow Medic in killing 3 enemies in a single life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_medic.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_medic_bw.jpg"
"440","Team Fortress 2","","Does It Hurt When I Do This?","Kill 50 Scouts with your syringe gun.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_syringe_scouts.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_syringe_scouts_bw.jpg"
"440","Team Fortress 2","","Peer Review","Kill 10 Medics with your bone saw.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_bonesaw_medics.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_bonesaw_medics_bw.jpg"
"440","Team Fortress 2","","Big Pharma","Assist a Heavy in killing 10 enemies, where neither of you die.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_heavy_long.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_heavy_long_bw.jpg"
"440","Team Fortress 2","","You'll Feel a Little Prick","Assist in killing 3 enemies with a single ÜberCharge on a Scout.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_scout.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_scout_bw.jpg"
"440","Team Fortress 2","","Autoclave","Assist in burning 5 enemies with a single ÜberCharge on a Pyro.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/0ce0abd23603f3f558976dbfcb6c8632468ea497.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/b2790e60c1a024e2ef598069cd98607c574f3b4b.jpg"
"440","Team Fortress 2","","Blunt Trauma","Assist in punching 2 enemies with a single ÜberCharge on a Heavy.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_heavy.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_heavy_bw.jpg"
"440","Team Fortress 2","","Medical Breakthrough","Assist in destroying 5 enemy Engineer buildings with a single ÜberCharge on a Demoman.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_demoman.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_demoman_bw.jpg"
